Class,CapShape,CapSurface,CapColor,Bruises,Odor,GillAttachment,GillSpacing,GillSize,GillColor,StalkShape,StalkRoot,StalkSurfaceAboveRing,StalkSurfaceBelowRing,StalkColorAboveRing,StalkColorBelowRing,VeilType,VeilColor,RingNumber,RingType,SporePrintColor,Population,Habitat
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,several,woods
poisonous,knobbed,scaly,brown,FALSE,none,free,close,narrow,white,enlarging,Missing[],silky,scaly,white,brown,partial,white,o,evanescent,white,several,woods
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,o,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,several,woods
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,o,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,several,woods
poisonous,convex,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,o,large,chocolate,several,woods
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,o,large,chocolate,several,woods
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,o,large,chocolate,solitary,grasses
edible,flat,scaly,red,TRUE,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,o,pendant,black,solitary,woods
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,several,grasses
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,o,large,chocolate,several,paths
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,smooth,buff,TRUE,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,o,pendant,chocolate,scattered,urban
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,o,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,several,paths
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,several,paths
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,o,large,chocolate,several,woods
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,several,grasses
edible,convex,smooth,red,TRUE,none,free,close,broad,red,enlarging,Missing[],smooth,smooth,white,red,partial,white,t,evanescent,white,clustered,waste
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,o,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,o,large,chocolate,solitary,grasses
poisonous,bell,scaly,white,TRUE,none,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,o,pendant,white,clustered,leaves
poisonous,flat,smooth,buff,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,o,pendant,chocolate,several,urban
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,o,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,o,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,several,paths
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,o,large,chocolate,several,paths
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,o,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,o,large,chocolate,solitary,grasses
poisonous,convex,smooth,white,TRUE,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,partial,white,o,pendant,chocolate,scattered,urban
edible,flat,scaly,gray,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,o,pendant,brown,several,woods
poisonous,convex,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],smooth,silky,white,pink,partial,white,o,evanescent,white,several,woods
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,o,large,chocolate,solitary,grasses
edible,flat,scaly,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,o,pendant,black,several,woods
edible,convex,scaly,buff,TRUE,none,free,close,broad,red,enlarging,Missing[],smooth,smooth,white,red,partial,white,t,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,o,large,chocolate,several,paths
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,o,large,chocolate,solitary,grasses
poisonous,convex,fibrous,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,o,large,chocolate,several,grasses
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,o,large,chocolate,solitary,grasses
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,o,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,several,woods
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,solitary,paths
edible,convex,scaly,purple,FALSE,none,free,close,narrow,chocolate,enlarging,Missing[],smooth,fibrous,white,white,partial,white,o,flaring,chocolate,solitary,woods
poisonous,convex,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,o,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,o,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,o,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,o,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,o,large,chocolate,several,grasses
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,o,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,several,paths
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,o,large,chocolate,several,paths
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,o,large,chocolate,solitary,woods
edible,flat,fibrous,red,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,o,pendant,brown,solitary,woods
poisonous,flat,smooth,buff,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,smooth,fibrous,white,white,partial,white,o,pendant,chocolate,several,urban
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,o,large,chocolate,several,woods
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,o,large,chocolate,several,paths
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,o,large,chocolate,solitary,paths
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,several,woods
edible,flat,scaly,brown,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,o,pendant,black,several,woods
poisonous,flat,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,solitary,grasses
edible,convex,smooth,buff,TRUE,none,free,close,broad,red,enlarging,Missing[],smooth,smooth,white,white,partial,white,t,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,o,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,o,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,o,large,chocolate,several,paths
edible,flat,fibrous,red,TRUE,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,o,pendant,black,solitary,woods
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,partial,white,o,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,o,large,chocolate,several,grasses
poisonous,convex,scaly,brown,FALSE,fishy,free,close,narrow,buff,tapering,Missing[],silky,smooth,white,pink,partial,white,o,evanescent,white,several,woods
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,o,large,chocolate,several,paths
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,o,large,chocolate,several,grasses
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,o,large,chocolate,several,woods
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,o,large,chocolate,several,paths
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,o,large,chocolate,several,grasses
poisonous,flat,scaly,gray,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,several,woods
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,several,grasses
poisonous,convex,smooth,gray,FALSE,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,o,pendant,black,several,woods
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,o,large,chocolate,solitary,grasses
poisonous,flat,smooth,gray,TRUE,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,partial,white,o,pendant,chocolate,scattered,urban
poisonous,convex,scaly,gray,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,o,large,chocolate,several,grasses
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,o,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,FALSE,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,o,large,chocolate,solitary,woods
edible,flat,scaly,gray,TRUE,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,o,pendant,black,solitary,woods
poisonous,flat,fibrous,gray,FALSE,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,o,large,chocolate,solitary,woods
